gid	gname	chr	start	end	logCPM	logFC.AG.TC	PV.AG.TC	FDR.AG.TC
TRINITY_DN2201_c0_g1_i1	NA	NA	NA	NA	6.17929057475274	-4.31317181341566	4.4771343218723e-06	0.000105387667065496
TRINITY_DN18888_c0_g1_i1	NA	NA	NA	NA	3.90620100742124	3.09961237260973	0.000589857145322054	0.00460976389855974
TRINITY_DN7839_c0_g2_i2	NA	NA	NA	NA	4.51592974432587	-3.33684002785073	0.000223349122333089	0.00207728070300849
TRINITY_DN6690_c0_g1_i2	NA	NA	NA	NA	4.01092811969916	-4.02025185068153	1.94638146399023e-05	0.000294132792773907
TRINITY_DN19065_c0_g1_i1	NA	NA	NA	NA	3.24046350858874	-4.00686967111631	2.63640908303765e-05	0.000371898651769171
TRINITY_DN4458_c0_g3_i1	NA	NA	NA	NA	4.74632097030335	-4.38898554439985	4.02639071657591e-06	9.68109415083263e-05
TRINITY_DN8612_c1_g10_i2	NA	NA	NA	NA	2.93766495485359	-4.43679886241702	6.86688481888953e-06	0.00014354991445747
TRINITY_DN13277_c0_g1_i1	NA	NA	NA	NA	2.69544098502164	-3.55993147794074	0.000155679374999847	0.00155164033195253
TRINITY_DN7883_c0_g1_i1	NA	NA	NA	NA	2.13488770107481	-10.3604126860492	7.14009628787133e-10	6.34524944560477e-08
TRINITY_DN7606_c0_g2_i1	NA	NA	NA	NA	3.57775721999527	-3.91008134343898	3.30524850562175e-05	0.000441568435470163
TRINITY_DN5136_c0_g1_i1	NA	NA	NA	NA	4.61363075721553	-4.10752560680783	1.22322689182715e-05	0.000207886740428215
TRINITY_DN1879_c0_g1_i1	NA	NA	NA	NA	0.357001840920201	-8.54083666077031	1.21513505381279e-06	3.62617151487655e-05
TRINITY_DN331_c0_g1_i1	NA	NA	NA	NA	1.29825307700089	-3.33881957660947	0.00068826101346533	0.00521965767843463
TRINITY_DN4409_c0_g1_i1	NA	NA	NA	NA	6.3670984575623	-3.89676839001952	2.30668765591604e-05	0.000334527750415487
TRINITY_DN5159_c0_g1_i2	NA	NA	NA	NA	6.1399671419292	3.71834396001234	4.75779508860457e-05	0.000589913954040689
TRINITY_DN20330_c0_g1_i1	NA	NA	NA	NA	0.00140070657564648	3.63403111094841	0.00222172209975412	0.0126926659880155
TRINITY_DN5820_c0_g1_i1	NA	NA	NA	NA	3.72734331654183	-4.11923122664168	1.46709895217231e-05	0.000238154130549685
TRINITY_DN7841_c1_g1_i1	NA	NA	NA	NA	9.20049440912437	3.00298283500142	0.000653369861118359	0.0050147711357098
TRINITY_DN8034_c0_g1_i2	NA	NA	NA	NA	4.11208914865458	-6.13685129825813	8.18857441309294e-09	4.97554553118445e-07
TRINITY_DN12279_c0_g1_i1	NA	NA	NA	NA	6.32344268159259	-4.13663559575194	8.96475038934364e-06	0.000170448548166097
TRINITY_DN8561_c1_g1_i4	NA	NA	NA	NA	5.21126165000286	-3.00885333463856	0.000689363244219628	0.00522212719701185
TRINITY_DN22187_c0_g1_i1	NA	NA	NA	NA	0.0367563677973012	3.67692105556426	0.00194974238551912	0.0115653144771359
TRINITY_DN8422_c0_g2_i2	NA	NA	NA	NA	0.421932673272355	-8.609369227289	9.31891419756669e-07	2.94655887315851e-05
TRINITY_DN1110_c0_g1_i1	NA	NA	NA	NA	8.07381397700822	3.41441836190109	0.000143170447622616	0.00144916078268491
TRINITY_DN3987_c0_g2_i1	NA	NA	NA	NA	1.52182316621568	9.64960915186179	5.2070741055336e-08	2.46383593673692e-06
TRINITY_DN8413_c0_g2_i8	NA	NA	NA	NA	2.07205352234233	-3.62434114098924	0.000172677796587669	0.00168689064918307
TRINITY_DN8001_c0_g1_i2	NA	NA	NA	NA	0.445694357509552	-4.63770057910107	8.15520346864332e-05	0.000919150274564368
TRINITY_DN6695_c0_g1_i1	NA	NA	NA	NA	3.76907860236275	-11.9967424246617	6.20696666826047e-13	1.81468316809882e-10
TRINITY_DN7769_c0_g2_i4	NA	NA	NA	NA	3.21599858852584	3.58648285686009	0.000131394525057267	0.00135581675395409
TRINITY_DN7758_c0_g1_i4	NA	NA	NA	NA	2.32245910607568	-4.29265233666594	1.71753131649167e-05	0.000268587280989042
TRINITY_DN2552_c0_g1_i1	NA	NA	NA	NA	1.17119815073486	-5.41373158186827	4.2069671592221e-06	0.000100197341798096
TRINITY_DN8232_c1_g1_i3	NA	NA	NA	NA	4.08675581793161	-4.26491639544484	7.63111337380232e-06	0.000152720684612812
TRINITY_DN16578_c0_g1_i1	NA	NA	NA	NA	0.38982172947472	-8.57550984491727	1.06266761782116e-06	3.26786491681497e-05
TRINITY_DN7181_c0_g1_i2	NA	NA	NA	NA	6.13399927815808	-14.3606265796675	2.03070401722025e-17	1.35334618857599e-13
TRINITY_DN7451_c0_g1_i1	NA	NA	NA	NA	8.04746118031229	-4.13383087073964	8.50885012422689e-06	0.000164322560572126
TRINITY_DN621_c0_g2_i1	NA	NA	NA	NA	1.84975218288373	3.0644513201746	0.00131746073145918	0.00866269078739441
TRINITY_DN8033_c0_g1_i4	NA	NA	NA	NA	0.754429573916251	-4.97251851296556	2.33481384850116e-05	0.000337635840615154
