gid	gname	chr	start	end	logCPM	logFC.AG.TC	PV.AG.TC	FDR.AG.TC
TRINITY_DN2158_c0_g2_i1	NA	NA	NA	NA	6.86553665823138	-3.02275597944925	0.00614107582087715	0.0461220858282036
TRINITY_DN6099_c0_g2_i1	NA	NA	NA	NA	4.41454267606951	-4.13157776036603	0.00041765274053642	0.00712801077397732
TRINITY_DN8497_c0_g2_i4	NA	NA	NA	NA	7.79984289924883	-3.72478048220409	0.00106417248878921	0.0129791726821915
TRINITY_DN7343_c0_g1_i2	NA	NA	NA	NA	1.13819161148628	-9.35154084768447	2.23516463371824e-06	0.00011358583536419
TRINITY_DN6736_c0_g1_i4	NA	NA	NA	NA	5.14526581510926	3.00189076893846	0.00666485761674518	0.0487040005633762
TRINITY_DN6882_c0_g1_i1	NA	NA	NA	NA	2.13148406937592	-6.40258101568244	7.06473791127851e-06	0.000289668613585816
TRINITY_DN7343_c0_g1_i3	NA	NA	NA	NA	3.0692355869768	-4.19740113282951	0.000433854430644727	0.00724515350115569
TRINITY_DN6360_c0_g1_i2	NA	NA	NA	NA	2.81059481424901	-11.0380729936215	2.07747126810979e-08	3.10435762159843e-06
TRINITY_DN7663_c0_g1_i3	NA	NA	NA	NA	3.91826321320179	-3.88269884494422	0.000820911035344575	0.0108099199359296
TRINITY_DN6408_c0_g1_i7	NA	NA	NA	NA	4.11776063182068	-3.94938351343458	0.000680887890609128	0.00959450210732866
TRINITY_DN8572_c10_g1_i2	NA	NA	NA	NA	8.3611676962693	-3.49906217591437	0.00188509459749418	0.0194020476098215
TRINITY_DN6736_c0_g1_i5	NA	NA	NA	NA	1.92512791498763	3.98228874057544	0.00116914795941255	0.0138900010513719
TRINITY_DN7614_c0_g1_i3	NA	NA	NA	NA	4.17299189096916	-3.47719551213395	0.00218710751950325	0.0215537469423249
TRINITY_DN7624_c0_g1_i3	NA	NA	NA	NA	6.14180802559656	-4.20220819121485	0.000315731946902028	0.00614895079860088
TRINITY_DN6865_c2_g1_i2	NA	NA	NA	NA	5.65345946688364	-3.30684184844007	0.00313124729176537	0.028011818898795
TRINITY_DN8572_c10_g1_i1	NA	NA	NA	NA	8.74175926600869	-4.12194713650919	0.000376157230206183	0.00678692062275052
TRINITY_DN6725_c0_g1_i2	NA	NA	NA	NA	1.68672135347818	-9.90882776805338	4.83749561679985e-07	3.448296787198e-05
