gid	gname	chr	start	end	logCPM	logFC.AG.TC	PV.AG.TC	FDR.AG.TC
TRINITY_DN2201_c0_g1_i1	NA	NA	NA	NA	6.14934136650073	-4.24576208029273	0.000281836077193831	0.00608196235262075
TRINITY_DN18888_c0_g1_i1	NA	NA	NA	NA	3.931058276107	3.16696358187295	0.00478045608783136	0.0392590600854205
TRINITY_DN7839_c0_g2_i2	NA	NA	NA	NA	4.48976070526984	-3.26945419470932	0.0035672582974285	0.0315209380788546
TRINITY_DN6690_c0_g1_i2	NA	NA	NA	NA	3.98320189465004	-3.95292636868451	0.000686681656548643	0.0101038869858175
TRINITY_DN19065_c0_g1_i1	NA	NA	NA	NA	3.21406182578971	-3.93962370070481	0.000790903792680559	0.0110414548164325
TRINITY_DN4458_c0_g3_i1	NA	NA	NA	NA	4.7169875613275	-4.3216316917747	0.000250491033321976	0.00558928104492395
TRINITY_DN8612_c1_g10_i2	NA	NA	NA	NA	2.91105843087217	-4.36967060566863	0.000301711658438422	0.00639837319064091
TRINITY_DN13277_c0_g1_i1	NA	NA	NA	NA	2.67156403890368	-3.49270952509591	0.00251502332186107	0.0244508749262185
TRINITY_DN7883_c0_g1_i1	NA	NA	NA	NA	2.10831425453257	-10.3231676181189	1.66235624241439e-07	1.56704263916941e-05
TRINITY_DN7606_c0_g2_i1	NA	NA	NA	NA	3.55096130300463	-3.84278618258301	0.000950352724061525	0.012422941787242
TRINITY_DN5136_c0_g1_i1	NA	NA	NA	NA	4.58503190068016	-4.0401650221867	0.000520882726541455	0.00861635372410782
TRINITY_DN1879_c0_g1_i1	NA	NA	NA	NA	0.340838923167349	-8.50366425246468	2.33438515453357e-05	0.000783553273251341
TRINITY_DN331_c0_g1_i1	NA	NA	NA	NA	1.28033682921301	-3.27189241801646	0.00584591769619244	0.0449560489551223
TRINITY_DN4409_c0_g1_i1	NA	NA	NA	NA	6.33811679685282	-3.82934893733191	0.000828640528813472	0.011351841541486
TRINITY_DN5159_c0_g1_i2	NA	NA	NA	NA	6.16853366127655	3.7857573149296	0.000935967783976959	0.0123269519052117
TRINITY_DN5820_c0_g1_i1	NA	NA	NA	NA	3.69978836929529	-4.05193931062883	0.000556103211743636	0.00893996421544033
TRINITY_DN7841_c1_g1_i1	NA	NA	NA	NA	9.22683524175946	3.07042098911847	0.00542948856606281	0.0429980142261492
TRINITY_DN8034_c0_g1_i2	NA	NA	NA	NA	4.08133328827994	-6.06982953009429	3.44473888434584e-06	0.000165848967813625
TRINITY_DN12279_c0_g1_i1	NA	NA	NA	NA	6.29385169166068	-4.06922011955742	0.000445574333440921	0.00802550984687831
TRINITY_DN22187_c0_g1_i1	NA	NA	NA	NA	0.05066275969264	3.74226558716022	0.00635936870383101	0.0475844280305525
TRINITY_DN8422_c0_g2_i2	NA	NA	NA	NA	0.405304501050869	-8.57219211575374	1.94984021999736e-05	0.000682884145104285
TRINITY_DN1110_c0_g1_i1	NA	NA	NA	NA	8.10174788152537	3.48185277290654	0.00197357626308148	0.0206727683684785
TRINITY_DN3987_c0_g2_i1	NA	NA	NA	NA	1.54540499917583	9.67973847045004	2.00718032101484e-06	0.000105444918270397
TRINITY_DN8413_c0_g2_i8	NA	NA	NA	NA	2.04999589660286	-3.55725064207313	0.00249700489253411	0.0243493027412688
TRINITY_DN8001_c0_g1_i2	NA	NA	NA	NA	0.430363777409254	-4.5723086126446	0.000904848929330746	0.0120644530412354
TRINITY_DN6695_c0_g1_i1	NA	NA	NA	NA	3.73793062124802	-11.9594778733734	1.69309617898027e-09	5.33669206540141e-07
TRINITY_DN7769_c0_g2_i4	NA	NA	NA	NA	3.24137112190775	3.65373092345972	0.0016349679162232	0.0181720153024631
TRINITY_DN7758_c0_g1_i4	NA	NA	NA	NA	2.29796642339355	-4.22564970884578	0.000513629648281708	0.00856385139019003
TRINITY_DN2552_c0_g1_i1	NA	NA	NA	NA	1.15063555283694	-5.34829843979932	0.000122634354795117	0.00308082545365117
TRINITY_DN8232_c1_g1_i3	NA	NA	NA	NA	4.05836677184381	-4.19760253910402	0.000368416250120531	0.00720888556505007
TRINITY_DN16578_c0_g1_i1	NA	NA	NA	NA	0.373423208169138	-8.53833502915467	2.13137350245872e-05	0.000729986378015276
TRINITY_DN7181_c0_g1_i2	NA	NA	NA	NA	6.10080117235747	-14.3233545838739	2.14981414158572e-12	1.11718217060724e-08
TRINITY_DN7451_c0_g1_i1	NA	NA	NA	NA	8.01758508313735	-4.06639808829255	0.000437439843643688	0.00790723473640154
TRINITY_DN8033_c0_g1_i4	NA	NA	NA	NA	0.736775074028164	-4.90710604778857	0.000387433064766789	0.00742751845660808
TRINITY_DN2531_c0_g1_i1	NA	NA	NA	NA	0.995193418783131	-9.18899997064738	3.75355399838582e-06	0.000175685486796838
TRINITY_DN7857_c0_g1_i5	NA	NA	NA	NA	6.83453914850527	-3.49736382170873	0.00191396041819086	0.0202466300556708
TRINITY_DN7707_c0_g1_i7	NA	NA	NA	NA	3.81469637399894	3.06760156201353	0.00608453000555182	0.046092085543371
TRINITY_DN6382_c0_g1_i1	NA	NA	NA	NA	4.63252268177698	-3.68282075073699	0.00127986569050784	0.0152795134265068
TRINITY_DN8589_c0_g3_i1	NA	NA	NA	NA	6.34588532894872	-14.5684560856567	1.07676533747647e-12	1.11718217060724e-08
TRINITY_DN5864_c0_g1_i1	NA	NA	NA	NA	7.62142277542932	-3.57356224394888	0.0015676658101297	0.0177102717326944
TRINITY_DN7031_c0_g2_i1	NA	NA	NA	NA	1.56959176127974	9.70524270136502	1.87324074230092e-06	9.91834264945839e-05
TRINITY_DN16197_c0_g1_i1	NA	NA	NA	NA	0.457958569183248	-4.01845136683759	0.00220121924974544	0.0222917650226479
TRINITY_DN12358_c0_g1_i1	NA	NA	NA	NA	4.140431269064	-4.04387048574324	0.000537524618621825	0.0087742568917812
TRINITY_DN4300_c0_g1_i1	NA	NA	NA	NA	3.16514110125104	4.43817535183006	0.000258947117557656	0.00572018281202986
TRINITY_DN1448_c0_g1_i1	NA	NA	NA	NA	8.48220656919327	-4.00711837490849	0.000509493786709994	0.00854365599276867
TRINITY_DN19435_c0_g1_i1	NA	NA	NA	NA	4.47106530682947	3.07214541830209	0.0057860114268272	0.0447207695453583
TRINITY_DN8552_c0_g1_i11	NA	NA	NA	NA	4.24902301792245	-12.4710610042892	4.00297617765402e-10	2.00739249749068e-07
TRINITY_DN6552_c0_g1_i1	NA	NA	NA	NA	3.96122613939573	-3.48349809323735	0.00219202409017162	0.0222683687307239
TRINITY_DN8198_c0_g1_i2	NA	NA	NA	NA	5.72739829159289	-3.03540337563208	0.0060391554989215	0.0459381160934176
TRINITY_DN8011_c0_g1_i1	NA	NA	NA	NA	5.5500615286715	-3.08106024101385	0.00543191644441294	0.0429980142261492
